1.745,0,0,0,0,0,0,0,0,0.3,0,0.91,0.3,0,0.3,0,0,0,0.211,0.3,0,0,0,0.3,0.211,0,0,0,0.052,0.3,3.03,0,0,0,0,0,185,0,0,11,0,0,0,0,0,0.3,2.12,0,0,0,0.3,0,0,0.3,0.3,0,0,1
3.626,0,0.09,0,0,0,0,0,0,0,0.09,0,0,0,0.19,0,0,0.09,0.137,0,0.015,0.19,0,0.19,0,0,0,0,0,0,0.09,0,0,0,0,0,990,0.19,0,44,0,0.061,0,0.09,0,0,0.19,0,0,0,0,0.19,0,0.09,0,0,0,1
1.958,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0.81,0,0,0.135,0,0,0,0,0,0,0,0,0,0.135,0,0.81,0.81,0,0,0,0,94,0,0,17,0,0.406,2.43,0,0,0,1.62,0,0,0,0,0.81,0,0,0,0,0,0
2.47,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.22,0,0,0,0.092,0,0.153,0,0,0,0,0,0,0,0.03,0.45,0.45,0,0,0,0,0,425,0,0,27,7.07,0,0,0,0,0.45,0.22,0,0,0,0,0,0,0,0.22,0,0,1
5.037,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0.84,0,0.452,0,0,0,0,0.84,0.301,0,0,0,0,0,1.69,0,0,0,0,0,136,0,0,23,0,2.865,0,0,0,0,2.54,0,0,0,0.84,0,0,0,0,0,0,1
2.119,0,0,0,0,0.43,0,1.3,0,0,0.86,0,0,0.86,0,0,0,0,0.248,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,15,0,0,0,0,0.43,0,0.86,0,0,0,0,0,0,0,0,0,0,0
5.888,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,53,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5.114,0,0,0,0,0,0.43,0,0,1.74,0,0.87,0.43,0,0,0,0.43,0,0,0.87,0,0,0,2.18,0,0,0,0,0,0,0.87,0,0,0,0,0,179,0,0,107,0,0.942,0,0,0,0,0.87,0,0,0,0,0,0.43,0,0,0,0,1
1.687,0,0,0,0,0.57,0.43,0,0,0.14,0.14,0,0,0,0,0,0,0,0.156,0,0.058,0.14,0,0.43,0,0,0,0,0,0,0.14,0,0,0,0,0.14,496,0,0,24,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
8.192,0,0,0,0,0,0,0,0.23,0.23,0,0.11,0.46,0,0.34,0,0.58,0,0.125,0.11,0,0,0,0.93,0.104,0,0,0,0.335,0,1.51,0,0,0,0.58,0.11,1360,0,0,326,0,0.733,0,0,0,0.58,4.19,0,0,0,0.93,0.34,0.23,0.11,0.11,0,0,1
3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0.389,0,0,0,0,1.08,0,0,0,0,1.08,0,72,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,1
1.711,0.51,0,0,0.51,0.51,0,0.51,0,0,0.51,0,0,0.51,0,0.51,0,0,0.158,1.54,0,0,0,0.51,0,0,0,0,0,0.51,1.03,0,0,0,0,0,77,0,0,15,0,0.079,1.54,0,0,0.51,1.54,0,0,0,0.51,0,0.51,0,0,0,0.51,0
2.848,0,0,0,0,0.13,0.13,0,0.13,0,4.22,0,0,0,0,0.13,0,0,0.107,0,0.017,0,0,0.52,0.071,0,0,0,0,0.26,0,0,0,0,0,0,433,0,0,26,0,0,0,0,0.39,0,0,0,0.13,0,0.26,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,2.4,0,0,0,0,0,45,0,0,11,0,0.145,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,1
1.333,0,0,0,1.02,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,28,0,0,5,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,1.02,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.257,0.27,0,0.27,0,4.15,0.27,0.27,0,0,6.64,0,0,0.27,0,1.38,0,0,0.549,0.27,0.183,0,0.27,0.55,0,0.137,0,0.27,0,0.55,0,0.27,0,0.27,0,0,430,0,1.66,57,0,0,0.83,0,0,0,0,0,0,0,0,0,0.55,0,0.55,0.27,0,0
1.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,4.16,0,0,0,0,0,0,0,2.5,0,0,0,0,0,59,0,0,11,0,0,0,0,0.83,0,0.83,0,0,0,0,0,1.66,0,0,0,0,0
7.121,0,0,0,0,0,0,0,0,0.77,0,0.38,0,0,0.38,0,0,0,0,0.38,0,0,0.38,1.16,0.057,0,0,0,0,0,1.16,0,0,0,0,0,235,0.38,0,70,0,0.057,0,0,0.38,0.38,2.72,0,0,0,0,0,1.94,0.77,0,0,0,1
1.84,0.4,0,0,0.4,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,81,0,0,8,0,0,0.4,0,0.4,0,1.22,0.4,0.81,1.22,0,0,0.4,0,0,0,0,0
2.325,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0.165,0,0,0.59,0,0.59,0.082,0,0,0,0,0,1.18,0,0,0,0,0,100,0,0,16,0,0.165,0,0,0,0,4.14,0,0,0,0,0,0,0.59,0,0,0,1
1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,24,0,0,4,0,0,1.08,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0
2.333,0.68,0,0,0.34,1.03,0,0.68,0,0,2.06,0.34,0,0.68,0.34,1.03,0.34,0,0.292,0.34,0.116,0,0,0,0,0.058,0,0,0,0,1.03,0.34,0,0,0,0,182,0,0,15,0,0,1.03,0,0,0,2.41,0,0,0,0,0,0,0,0.68,0,0,0
1.946,0,0,0,0,0,0,0,0.44,0,0,0.22,0,0,0,0,0.22,0,0.134,1.33,0,0,0.22,0.66,0.067,0,0,0,0,0,1.77,0,0.44,0,0,0,183,1.33,0,22,0,0.067,0,0,0,1.11,2.66,0,0,0,0.22,0,0.22,1.11,0,0,0,1
5.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,3.125,0,0,0.22,0,0,7.12,0,0.28,0,0.22,0,0,0,0,0,448,0,0,43,0,0.24,0,0,0,0,1.11,0,0,0,0,0.22,0,0,0,0,0,0
2.843,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,47,0,0,0,0,0,1.03,3.09,0,0,0,0,0,0,0,1.03,0,0,0
1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0.172,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,2.85,0,0,0,0,0,0.95,0,0.95,0,0,0
1.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,6.06,0,0,0,0,0,0,32,0,0,10,0,0.48,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,8,0,0,1,0,0.613,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0
5.113,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0.49,0,0,0,0.082,1.48,0,0,0,0.99,0.165,0,0,0,0,0,2.97,0,0,0,0,0,225,0.49,0,78,0,0.497,0,0,0,0.49,2.47,0,0,0,0,0,0,0,0.49,0,0,1
5.428,0,0,0,0,0,0,0,0,0.66,0,0.66,0.33,0,0.33,0,1,0,0.06,0.66,0,0,0,0.33,0.541,0,0,0,0,0,0.33,0,0,0,1.66,0,304,0,0,21,0,0.12,0,0,0,0.66,2.33,0,0,0,0.66,0,0,0,0,0,0,1
3.704,0,0,0,0,0.68,0,0,0,0,0.58,0.09,0,0,0.09,0,0.09,0,0.173,0,0.173,0.29,0,0.29,0.026,0.053,0,0,0,0.09,0.19,0,0,0,0,0,726,0,0,48,0,0,0.09,0,0.87,0,0.38,0,0,0,0,0,0,0,0,0,0,0
2.703,0.2,0,0,0,1.6,0.2,0.2,0,0,1.4,0,0,0.4,0.2,1,0,0,0.429,0.2,0,0,0.2,1,0,0.03,0,0.2,0,0,0.2,0.2,0,0.2,0,0.2,346,0,0.2,50,0,0,0.2,0,0,0,0.2,0,0.8,0,0,0.2,0.8,0,0,0.2,0,0
2.52,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0.62,0,0.62,0,0,1.25,0,0,0,0.62,0.273,0,0,0,0,0,2.51,0,0,0,0.62,0,121,0.62,0,22,0,0.456,0,0,0,0.62,1.25,0,0,0,0,0,0,0,0,0,0,1
2.717,0,0,0,0,0,0,0,0,0.2,0,0.1,0.41,0,0.1,0,0.2,0,0.057,0,0,0,0,0.72,0,0,0,0,0,0,1.35,0,0,0,0.52,0,318,0.2,0,24,0,0.095,0,0,0,0.1,4.17,0,0,0,0,0,0,0.1,0,0,0,1
2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,12,0,0.675,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,1
5.331,0,0.14,0.84,0.14,0.42,0,0,0,0,1.13,0,0,2.69,0.14,0,0,0,0.16,0,0,0,0,0.14,0,0,0,0,0.072,0.14,0,0,0.14,0,0,0,1029,0.14,0,80,0,0,0.28,0,0,0,0.28,0.14,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.767,0.87,0,0,0,0.87,0.87,0.87,0.87,0,1.75,0,0,0.87,0.87,0.87,0,0,0.976,0,0.139,0,0.87,0.87,0,0,0,0.87,0,0,0,0.87,0,0.87,0,0,76,0,0.87,12,0,0.139,2.63,0,0,0,1.75,0,0,0,0,0.87,2.63,0,0.87,0.87,0,0
5.567,0,0,0,0,0,0,0,0.33,1.68,0,0.16,0.33,0,0.67,0,0.16,0,0.19,0.33,0,0,0.16,1.51,0.054,0,0,0,0,0.84,3.69,0,0,0,0,0,657,0.33,0,101,0,1.194,0,0,0.16,0,2.18,0,0,1.68,0,0,0.5,0.33,0,0,0,1
2.022,0,0,0,0,0.41,0,0,0.41,0,0.41,0,0,0,0.41,0.41,0.83,0,0,0,0,0,0,0.83,0,0,0,0,0,0,1.66,0.41,0,0,0,0,91,0,0,13,0,0.283,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0
3.388,0,0,1.6,0,0,0.8,0,0,0,0.8,0,0,0.8,0,0,0,0,0.115,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,28,0,0.115,0,0,0,0,0.8,0,1.6,0,0,0,0,0,0,0,0,0
1,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.571,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,0.735,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0
2.247,0,0,0,0,0,0.29,0,0,0.49,2.74,0,0,0,0.19,0.19,0.09,0,0.067,0.09,0.067,0,0,1.27,0.026,0,0,0,0,0.39,0,0.09,0,0,0.29,0,481,0,0,18,0,0,0,0.09,0,0,0.29,0,0.09,0,0.19,0,0,0,0,0,0,0
2.607,0.74,0,0,0,2.23,1.49,2.23,0,0,2.98,0,0,0.74,0,0.74,0,0,0.557,0.74,0,0,0.74,0,0,0.111,0,0.74,0,0,0.74,0.74,0,1.49,0,0,133,0,0.74,12,0,0,1.49,0,0,0,1.49,0,0,0,0,0,1.49,0,0.74,0.74,0,0
2.676,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0.46,0,91,0.46,0,32,0,0,0,0,0,0,1.87,0,0,0,0,0,0,1.4,0.46,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,1
26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0.94,0,1.88,0,318,0,0,245,0,1.366,0,0,0,2.83,0.94,0,0,0,0,0,0.94,0,0,0,0,1
1.565,0,0,0,0,0.99,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,1.98,0,0,0,0,0,36,0,0,14,0,0.262,0,0,0,0.99,2.97,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.67,0.117,0,0,2.01,0,0,0,0,0,0,1.34,0,0,0,0,0,33,0,0,5,0,0,0.67,0,0,0,1.34,0,0.67,0.67,0,0,0,0,0.67,0,0,0
2.296,0,0,0,0,0.13,0.54,0,0,0.68,1.9,0.13,0,0,0,0.27,0,0,0.143,0,0.161,0.13,0,0.54,0,0,0,0,0,0.27,0,0,0,0,0,0,473,0,0,21,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0
4.181,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4.08,0,26,0,0.257,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,1
1.13,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,78,0,0,3,0,0,0,0,0,0,1.35,0,0.22,0,0.22,0,0,0,0.22,0,0,0
2.208,0,0,0,0,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,21.42,0,0,0
4.84,0,0,0,3,1.59,0,0,0,0,1.41,0,0,0,0,2.83,0,0,0.753,0,0.271,0.17,0,0.53,0,0.12,0,0,0,0,0,0,0,0,0,0.17,576,0,0,20,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,2.83,0
3.975,0,0,0,0,0,0,0,0.24,1.23,0,0.74,0.74,0,0.74,0,0.49,0,0.116,0.24,0,0,0,1.23,0.155,0,0,0,0,0.74,2.47,0,0,0,0.24,0,485,0.24,0,47,0,1.634,0,0,0.24,0,1.23,0,0,1.73,0,0,0.24,0,0,0,0,1
2.802,0,0,0,0,0,0.24,0.48,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2.77,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,0,0,0,0,0.555,0,0,0,0,2.71,0,0,348,0,0,14,0,0,0.67,0,0,0,0,0,4.4,0,0,0.67,0,0,0,0,0,0
